Age,Gender,Work Experience,Monthly Income,Monthly Household Expense,Marital Status,Number of Children,Education Level,Have bank account,Savings in bank,Have smartphone,Access to internet,Loan Approval,Loan Approval Process (days)
43.0,Female,0.0,1753427.0,1539142,Married,2.0,Secondary,Yes,110170871.0,Yes,Yes,Yes,5.0
44.0,Female,3.0,1890253.0,1581619,Married,3.0,Primary,No,0.0,Yes,Yes,No,8.0
26.0,Female,7.0,1138323.0,935750,Married,1.0,Primary,No,0.0,No,Yes,No,5.0
43.0,Female,9.0,600000.0,507008,Married,3.0,Secondary,No,0.0,No,No,No,12.0
39.0,Male,20.0,1875392.0,1218413,Single,0.0,Primary,No,0.0,Yes,No,No,7.0
47.0,Female,28.0,2185976.0,1920059,Married,1.0,Bachelor,No,0.0,Yes,Yes,No,8.0
60.0,Male,23.0,2291884.0,1376969,Divorced/Widowed,1.0,Secondary,No,0.0,Yes,Yes,Yes,4.0
34.0,Male,12.0,2216345.0,1494809,Single,0.0,Primary,No,0.0,Yes,No,Yes,5.0
43.0,Male,22.0,2057713.0,1578465,Married,5.0,Secondary,Yes,159652559.0,Yes,Yes,Yes,3.0
53.0,Male,31.0,1153349.0,678255,Married,0.0,Primary,No,0.0,Yes,Yes,No,13.0
18.0,Female,0.0,2337233.0,1916877,Married,5.0,Primary,No,0.0,Yes,Yes,Yes,4.0
25.0,Female,6.0,1075064.0,745321,Single,0.0,Primary,No,0.0,No,Yes,No,8.0
52.0,Female,31.0,2574944.0,2163545,Married,2.0,Secondary,No,0.0,Yes,Yes,Yes,5.0
32.0,Male,4.0,1741212.0,1275214,Single,0.0,Primary,No,0.0,Yes,No,No,11.0
39.0,Male,3.0,1764503.0,1088563,Single,0.0,Primary,No,0.0,No,No,No,8.0
31.0,Male,13.0,2406148.0,1977521,Married,4.0,Primary,Yes,2919593.0,Yes,Yes,Yes,4.0
43.0,Male,9.0,2501028.0,1608894,Married,1.0,Primary,Yes,130411156.0,Yes,No,Yes,5.0
45.0,Male,16.0,2339447.0,1711538,Divorced/Widowed,1.0,Secondary,No,0.0,No,No,Yes,2.0
40.0,Male,9.0,1225679.0,708377,Single,1.0,Primary,Yes,32735881.0,Yes,Yes,No,9.0
31.0,Male,9.0,2333868.0,1817174,Married,1.0,Bachelor,No,0.0,No,No,Yes,4.0
41.0,Female,6.0,1229647.0,979250,Single,0.0,Primary,No,0.0,Yes,No,No,5.0
19.0,Female,1.0,2351530.0,1622813,Married,3.0,Secondary,No,0.0,Yes,Yes,Yes,5.0
43.0,Female,0.0,802385.0,724663,Divorced/Widowed,0.0,Secondary,No,0.0,No,No,No,12.0
31.0,Female,0.0,1734423.0,1514918,Married,1.0,Secondary,No,0.0,Yes,No,No,9.0
24.0,Female,4.0,1225376.0,994929,Single,0.0,Primary,Yes,72238008.0,No,No,No,7.0
20.0,Male,0.0,2408954.0,1961012,Married,2.0,Primary,Yes,100687128.0,Yes,No,Yes,3.0
40.0,Female,8.0,2580616.0,1660339,Married,3.0,Primary,No,0.0,Yes,Yes,Yes,4.0
60.0,Female,5.0,1939297.0,1537904,Single,0.0,Bachelor,Yes,111525303.0,No,No,Yes,4.0
35.0,Male,12.0,1916276.0,1194484,Single,1.0,Diploma,No,0.0,Yes,No,No,11.0
55.0,Male,34.0,2292923.0,1383277,Married,0.0,Bachelor,Yes,156543701.0,Yes,Yes,Yes,5.0
52.0,Female,21.0,2584780.0,2377488,Divorced/Widowed,1.0,Secondary,No,0.0,Yes,Yes,Yes,1.0
32.0,Male,8.0,1826117.0,1424880,Divorced/Widowed,1.0,Primary,No,0.0,Yes,No,No,9.0
42.0,Female,21.0,1450227.0,1028886,Married,1.0,Diploma,Yes,32504048.0,No,Yes,No,9.0
54.0,Female,4.0,2253087.0,1479423,Married,1.0,Bachelor,No,0.0,No,No,No,10.0
45.0,Male,9.0,600000.0,464070,Married,3.0,Primary,No,0.0,No,No,No,11.0
27.0,Male,6.0,2436756.0,1384929,Single,0.0,Primary,No,0.0,No,Yes,Yes,5.0
56.0,Male,16.0,1302869.0,762220,Single,0.0,Secondary,No,0.0,Yes,Yes,No,6.0
34.0,Male,11.0,1631840.0,917350,Married,2.0,Primary,No,0.0,Yes,Yes,No,6.0
56.0,Male,22.0,2441235.0,1793557,Married,1.0,Primary,No,0.0,No,Yes,Yes,5.0
39.0,Female,15.0,1509143.0,1165397,Married,0.0,Bachelor,No,0.0,Yes,No,No,8.0
43.0,Male,2.0,2253186.0,1291340,Married,2.0,Diploma,No,0.0,Yes,Yes,No,5.0
42.0,Male,24.0,2597236.0,2121560,Married,3.0,Primary,Yes,98273084.0,No,Yes,Yes,5.0
34.0,Male,8.0,1877023.0,1192371,Divorced/Widowed,0.0,Primary,No,0.0,Yes,No,No,5.0
30.0,Female,12.0,2018013.0,1621522,Married,5.0,Secondary,No,0.0,Yes,No,No,7.0
37.0,Male,14.0,1716394.0,1567585,Married,0.0,Secondary,No,0.0,Yes,Yes,No,11.0
42.0,Male,4.0,1880918.0,1515472,Married,2.0,Primary,No,0.0,No,No,No,10.0
21.0,Female,2.0,1018516.0,893015,Married,2.0,Secondary,No,0.0,Yes,Yes,No,11.0
27.0,Female,3.0,1594383.0,1436273,Divorced/Widowed,1.0,Diploma,No,0.0,Yes,No,No,9.0
20.0,Male,2.0,898256.0,655814,Married,2.0,Diploma,No,0.0,No,Yes,No,12.0
58.0,Female,22.0,1170862.0,948234,Single,0.0,Primary,No,0.0,No,Yes,No,10.0
35.0,Male,12.0,600000.0,519137,Single,0.0,Primary,No,0.0,No,No,No,8.0
53.0,Male,16.0,1984749.0,1353490,Married,3.0,Diploma,No,0.0,Yes,Yes,No,5.0
39.0,Male,7.0,2984121.0,1929881,Married,1.0,Primary,No,0.0,Yes,Yes,Yes,2.0
51.0,Male,20.0,1480725.0,1333010,Married,3.0,Secondary,No,0.0,Yes,No,No,10.0
25.0,Female,1.0,2475593.0,2026847,Married,1.0,Primary,No,0.0,Yes,No,Yes,4.0
57.0,Male,36.0,2587984.0,1633748,Single,0.0,Primary,Yes,53206965.0,Yes,Yes,Yes,3.0
36.0,Male,5.0,960603.0,687946,Married,1.0,Primary,Yes,37825965.0,Yes,Yes,No,11.0
59.0,Female,17.0,1111344.0,938738,Single,0.0,Primary,No,0.0,Yes,No,No,11.0
58.0,Female,29.0,2493558.0,1876186,Single,0.0,Diploma,No,0.0,No,No,Yes,2.0
54.0,Male,21.0,1735361.0,1371772,Married,2.0,Primary,No,0.0,No,Yes,No,12.0
23.0,Female,5.0,896447.0,743059,Married,2.0,Diploma,No,0.0,Yes,No,No,5.0
43.0,Male,0.0,1354198.0,1056468,Married,2.0,Diploma,No,0.0,Yes,Yes,No,11.0
51.0,Female,29.0,2093762.0,1569964,Single,0.0,Primary,Yes,71123011.0,Yes,No,Yes,2.0
23.0,Female,0.0,1244244.0,1029434,Married,2.0,Secondary,No,0.0,Yes,Yes,No,5.0
54.0,Female,31.0,600000.0,491518,Married,3.0,Primary,No,0.0,Yes,No,No,7.0
50.0,Male,13.0,1574590.0,1232987,Married,2.0,Secondary,No,0.0,Yes,Yes,No,7.0
39.0,Male,9.0,1631304.0,1114379,Married,1.0,Secondary,No,0.0,No,No,No,6.0
38.0,Male,14.0,1806458.0,1264792,Married,0.0,Primary,Yes,176303747.0,No,No,Yes,2.0
23.0,Male,3.0,2681218.0,2437394,Married,3.0,Primary,No,0.0,Yes,Yes,Yes,5.0
23.0,Male,2.0,1837465.0,1087012,Married,0.0,Secondary,Yes,115058012.0,No,Yes,Yes,5.0
21.0,Female,3.0,1970056.0,1279249,Married,0.0,Diploma,No,0.0,Yes,Yes,No,8.0
47.0,Male,1.0,2538875.0,1858935,Married,0.0,Primary,No,0.0,No,Yes,Yes,5.0
28.0,Male,8.0,1807240.0,1553485,Married,2.0,Secondary,No,0.0,Yes,Yes,No,10.0
47.0,Female,9.0,3295564.0,2012139,Married,2.0,Primary,No,0.0,Yes,No,Yes,2.0
48.0,Male,27.0,915404.0,597276,Single,0.0,Secondary,No,0.0,No,No,No,8.0
41.0,Female,10.0,1146096.0,658254,Married,1.0,Primary,No,0.0,Yes,No,No,11.0
26.0,Male,6.0,2229770.0,1808821,Married,3.0,Secondary,No,0.0,No,No,Yes,1.0
20.0,Male,2.0,2678019.0,1708944,Married,1.0,Primary,Yes,86127037.0,No,Yes,Yes,5.0
48.0,Male,14.0,1659443.0,1151337,Married,3.0,Secondary,No,0.0,No,No,No,7.0
57.0,Male,18.0,1092565.0,780276,Divorced/Widowed,1.0,Secondary,No,0.0,Yes,Yes,No,5.0
54.0,Female,14.0,3032692.0,2668120,Married,2.0,Secondary,No,0.0,Yes,Yes,Yes,2.0
53.0,Male,27.0,1245341.0,874468,Married,1.0,Secondary,No,0.0,No,Yes,No,13.0
41.0,Male,23.0,2037338.0,1230008,Married,0.0,Secondary,No,0.0,No,Yes,No,9.0
48.0,Male,7.0,2719906.0,2023600,Married,2.0,Diploma,No,0.0,Yes,No,Yes,5.0
23.0,Male,2.0,1490876.0,1351172,Married,2.0,Secondary,No,0.0,No,Yes,No,8.0
19.0,Female,0.0,1364510.0,1057281,Married,0.0,Diploma,No,0.0,No,No,No,8.0
37.0,Male,8.0,1412418.0,1290742,Married,4.0,Secondary,No,0.0,Yes,No,No,12.0
45.0,Female,14.0,2431085.0,2093673,Divorced/Widowed,3.0,Secondary,No,0.0,No,Yes,Yes,4.0
28.0,Female,0.0,2542103.0,1431985,Single,0.0,Primary,No,0.0,Yes,No,Yes,3.0
21.0,Female,1.0,1823607.0,1447228,Married,4.0,Secondary,No,0.0,Yes,Yes,No,8.0
32.0,Female,0.0,3118157.0,2045834,Single,0.0,Primary,Yes,54725731.0,Yes,Yes,Yes,2.0
23.0,Male,2.0,1822376.0,1379644,Married,0.0,Diploma,No,0.0,Yes,No,No,10.0
47.0,Male,2.0,2704633.0,1767092,Single,0.0,Secondary,Yes,68710740.0,No,Yes,Yes,4.0
55.0,Male,9.0,1497598.0,1016991,Married,2.0,Master,Yes,94942975.0,Yes,Yes,No,13.0
19.0,Female,1.0,3433629.0,3061328,Single,0.0,Primary,No,0.0,No,No,Yes,4.0
32.0,Female,14.0,2899091.0,1816158,Married,4.0,Primary,No,0.0,No,No,Yes,4.0
28.0,Male,9.0,1710417.0,1493913,Married,1.0,Diploma,Yes,48803459.0,No,No,No,10.0
25.0,Female,0.0,2804178.0,1573899,Married,1.0,Primary,No,0.0,Yes,Yes,Yes,4.0
43.0,Male,17.0,2768786.0,1615930,Married,3.0,Primary,No,0.0,Yes,Yes,Yes,2.0
22.0,Female,1.0,2887128.0,2500916,Married,1.0,Diploma,No,0.0,Yes,No,Yes,5.0
23.0,Male,2.0,600000.0,469983,Married,1.0,Secondary,No,0.0,No,Yes,No,10.0
43.0,Female,12.0,2303546.0,1903828,Married,2.0,Primary,Yes,172778688.0,Yes,Yes,Yes,4.0
21.0,Female,1.0,2179609.0,1367670,Married,1.0,Diploma,No,0.0,No,Yes,No,11.0
36.0,Male,0.0,2129751.0,1594589,Married,1.0,Primary,No,0.0,No,Yes,No,8.0
37.0,Male,1.0,1952842.0,1606741,Single,0.0,Diploma,No,0.0,No,Yes,No,11.0
50.0,Male,28.0,1973467.0,1543460,Married,2.0,Primary,No,0.0,Yes,Yes,No,12.0
37.0,Male,15.0,2698198.0,1954921,Married,5.0,Secondary,No,0.0,Yes,Yes,Yes,3.0
29.0,Male,0.0,2177631.0,1971017,Married,3.0,Primary,No,0.0,No,Yes,No,7.0
18.0,Female,0.0,1951834.0,1561815,Married,1.0,Secondary,Yes,476605.0,Yes,Yes,No,6.0
43.0,Female,20.0,2597566.0,2301100,Married,2.0,Primary,No,0.0,No,Yes,Yes,5.0
31.0,Male,12.0,2092618.0,1715978,Single,0.0,Secondary,No,0.0,No,Yes,No,6.0
55.0,Male,28.0,2159497.0,1775368,Single,1.0,Primary,No,0.0,No,Yes,No,9.0
54.0,Female,23.0,3106925.0,1800794,Married,1.0,Primary,No,0.0,No,Yes,Yes,2.0
28.0,Female,9.0,1495863.0,1021677,Married,1.0,Secondary,Yes,156435929.0,Yes,Yes,Yes,5.0
53.0,Male,16.0,739002.0,641155,Single,0.0,Secondary,No,0.0,Yes,Yes,No,10.0
30.0,Female,6.0,1850654.0,1177133,Married,5.0,Primary,No,0.0,No,Yes,No,12.0
60.0,Male,12.0,1950180.0,1155944,Married,1.0,Primary,No,0.0,Yes,Yes,No,10.0
20.0,Male,0.0,2305070.0,1545916,Married,1.0,Primary,No,0.0,Yes,Yes,Yes,4.0
50.0,Male,25.0,1875121.0,1184255,Married,1.0,Primary,No,0.0,Yes,No,No,7.0
23.0,Male,0.0,2328583.0,2077926,Married,0.0,Primary,No,0.0,Yes,Yes,Yes,2.0
27.0,Male,2.0,3553231.0,3095388,Married,2.0,Primary,Yes,175316727.0,Yes,No,Yes,5.0
22.0,Female,1.0,2361060.0,1735102,Married,2.0,Secondary,No,0.0,No,Yes,Yes,1.0
40.0,Female,16.0,2484120.0,1422648,Married,2.0,Secondary,No,0.0,Yes,Yes,Yes,2.0
27.0,Female,6.0,1709328.0,1392056,Married,0.0,Primary,Yes,43664385.0,Yes,No,No,6.0
19.0,Male,0.0,830320.0,648199,Single,0.0,Bachelor,No,0.0,No,Yes,No,9.0
30.0,Male,0.0,600000.0,545463,Married,1.0,Diploma,No,0.0,Yes,Yes,No,13.0
57.0,Female,16.0,1436923.0,1087481,Married,1.0,Primary,No,0.0,Yes,No,No,5.0
19.0,Male,0.0,600000.0,404679,Married,3.0,Primary,No,0.0,No,Yes,No,8.0
37.0,Male,2.0,2159484.0,1602419,Single,0.0,Bachelor,No,0.0,No,Yes,No,11.0
18.0,Male,0.0,1532028.0,1397711,Married,0.0,Primary,No,0.0,Yes,Yes,No,7.0
54.0,Female,14.0,880637.0,711250,Married,2.0,Primary,No,0.0,No,No,No,12.0
26.0,Male,4.0,1891611.0,1510699,Married,2.0,Secondary,No,0.0,No,No,No,7.0
34.0,Male,10.0,1282957.0,819876,Married,2.0,Secondary,No,0.0,Yes,Yes,No,12.0
26.0,Female,8.0,2115543.0,1745604,Married,3.0,Primary,Yes,4873480.0,Yes,Yes,No,6.0
28.0,Male,5.0,2295338.0,1899623,Married,0.0,Secondary,No,0.0,No,No,Yes,5.0
32.0,Male,11.0,1308716.0,873433,Single,0.0,Secondary,No,0.0,Yes,Yes,No,8.0
41.0,Male,8.0,1633903.0,1191072,Married,1.0,Secondary,No,0.0,Yes,Yes,No,13.0
55.0,Male,0.0,1950427.0,1285337,Married,1.0,Diploma,Yes,54149292.0,No,No,Yes,3.0
52.0,Female,28.0,815070.0,526307,Married,4.0,Primary,No,0.0,Yes,Yes,No,9.0
47.0,Male,24.0,1950365.0,1091388,Married,1.0,Secondary,No,0.0,Yes,No,No,13.0
48.0,Male,21.0,798286.0,523299,Married,2.0,Primary,No,0.0,Yes,No,No,10.0
22.0,Female,0.0,2196001.0,1657912,Single,0.0,Primary,No,0.0,Yes,No,Yes,2.0
31.0,Female,2.0,1495385.0,823347,Married,2.0,Primary,No,0.0,Yes,Yes,No,5.0
28.0,Female,2.0,794420.0,520179,Married,3.0,Primary,No,0.0,Yes,Yes,No,5.0
26.0,Male,5.0,1394018.0,1221329,Married,4.0,Primary,No,0.0,Yes,Yes,No,11.0
51.0,Male,6.0,1423627.0,1095694,Single,0.0,Primary,No,0.0,Yes,Yes,No,6.0
29.0,Female,2.0,2547964.0,1974440,Married,2.0,Primary,No,0.0,No,Yes,Yes,1.0
52.0,Female,18.0,1921313.0,1343468,Married,1.0,Secondary,No,0.0,No,Yes,No,8.0
52.0,Male,1.0,1130605.0,904817,Married,1.0,Primary,No,0.0,Yes,Yes,No,8.0
18.0,Male,0.0,2954346.0,1832507,Single,0.0,Secondary,No,0.0,No,Yes,Yes,5.0
57.0,Male,14.0,2238543.0,1909334,Single,0.0,Primary,No,0.0,No,Yes,No,5.0
39.0,Female,2.0,1564574.0,928066,Married,2.0,Primary,No,0.0,No,Yes,No,11.0
46.0,Male,10.0,712316.0,564667,Married,3.0,Primary,No,0.0,Yes,Yes,No,6.0
25.0,Male,4.0,1502784.0,1016220,Single,0.0,Primary,Yes,16790511.0,Yes,Yes,No,6.0
28.0,Male,8.0,1645640.0,1360252,Married,1.0,Secondary,No,0.0,No,No,No,12.0
58.0,Female,39.0,2058322.0,1550766,Single,0.0,Primary,No,0.0,Yes,No,No,13.0
54.0,Female,17.0,2225079.0,1596206,Married,1.0,Bachelor,No,0.0,Yes,Yes,Yes,3.0
31.0,Male,2.0,2364607.0,1448762,Single,0.0,Bachelor,No,0.0,Yes,Yes,Yes,1.0
40.0,Female,15.0,671972.0,527917,Married,3.0,Primary,No,0.0,No,Yes,No,5.0
52.0,Female,1.0,1945953.0,1772110,Married,1.0,Secondary,Yes,130906793.0,Yes,Yes,Yes,3.0
38.0,Male,7.0,1688268.0,1444268,Married,3.0,Primary,No,0.0,Yes,Yes,No,11.0
54.0,Male,21.0,3674584.0,2102608,Married,1.0,Secondary,Yes,114019240.0,Yes,No,Yes,3.0
22.0,Male,3.0,1845286.0,1271780,Married,1.0,Secondary,No,0.0,No,Yes,No,13.0
36.0,Female,14.0,1364142.0,1217449,Married,1.0,Primary,Yes,38354136.0,Yes,No,No,8.0
31.0,Female,8.0,1877258.0,1381898,Divorced/Widowed,3.0,Primary,Yes,42513532.0,Yes,Yes,No,8.0
43.0,Female,7.0,1794002.0,1426198,Married,2.0,Primary,Yes,150508601.0,Yes,Yes,Yes,3.0
21.0,Female,3.0,600000.0,532597,Married,1.0,Primary,No,0.0,Yes,Yes,No,12.0
42.0,Male,14.0,2085813.0,1821548,Married,0.0,Secondary,No,0.0,Yes,No,No,13.0
59.0,Female,27.0,1582609.0,1164283,Married,1.0,Primary,No,0.0,Yes,Yes,No,5.0
42.0,Male,19.0,1781316.0,1268170,Married,2.0,Primary,Yes,146666851.0,No,Yes,Yes,2.0
35.0,Male,16.0,1188502.0,803054,Married,0.0,Primary,No,0.0,Yes,No,No,5.0
57.0,Female,17.0,1034260.0,843994,Married,2.0,Secondary,No,0.0,No,Yes,No,8.0
25.0,Female,1.0,2415217.0,1584829,Married,2.0,Primary,No,0.0,Yes,Yes,Yes,2.0
56.0,Male,12.0,2575919.0,1654920,Single,0.0,Secondary,No,0.0,Yes,Yes,Yes,4.0
57.0,Female,14.0,2092669.0,1426807,Married,2.0,Secondary,Yes,71458729.0,Yes,Yes,Yes,5.0
31.0,Female,3.0,600000.0,369341,Married,2.0,Secondary,No,0.0,Yes,Yes,No,9.0
49.0,Male,31.0,2138144.0,1725897,Married,1.0,Secondary,No,0.0,Yes,Yes,No,8.0
55.0,Female,28.0,600000.0,466805,Married,3.0,Primary,Yes,38471205.0,Yes,Yes,No,12.0
50.0,Male,28.0,1337177.0,974354,Single,0.0,Primary,No,0.0,No,Yes,No,11.0
40.0,Male,2.0,2405890.0,1670699,Married,1.0,Secondary,No,0.0,Yes,Yes,Yes,3.0
32.0,Male,2.0,2260318.0,2003439,Married,4.0,Bachelor,Yes,114235618.0,Yes,Yes,Yes,3.0
50.0,Female,2.0,2119877.0,1188775,Married,0.0,Secondary,No,0.0,Yes,Yes,No,5.0
42.0,Female,21.0,2719031.0,2269221,Married,0.0,Primary,No,0.0,Yes,Yes,Yes,2.0
34.0,Male,13.0,2192010.0,1937093,Single,0.0,Primary,No,0.0,Yes,Yes,No,8.0
50.0,Male,3.0,600000.0,429090,Married,4.0,Master,No,0.0,Yes,Yes,No,9.0
19.0,Female,0.0,1541328.0,1161784,Married,2.0,Primary,No,0.0,Yes,Yes,No,12.0
31.0,Male,11.0,1770874.0,1592815,Married,3.0,Primary,No,0.0,Yes,Yes,No,10.0
57.0,Female,10.0,1688880.0,1061533,Married,1.0,Primary,No,0.0,Yes,No,No,6.0
57.0,Female,30.0,1368005.0,1015675,Divorced/Widowed,1.0,Bachelor,Yes,58856881.0,Yes,Yes,No,9.0
56.0,Male,31.0,1078890.0,782893,Married,1.0,Primary,No,0.0,Yes,No,No,9.0
23.0,Female,2.0,3480521.0,2247042,Divorced/Widowed,2.0,Primary,No,0.0,Yes,Yes,Yes,1.0
23.0,Male,5.0,1527878.0,1303095,Married,0.0,Secondary,No,0.0,Yes,Yes,No,12.0
20.0,Female,2.0,3446121.0,3042415,Single,0.0,Primary,No,0.0,Yes,Yes,Yes,3.0
24.0,Female,1.0,1001096.0,840234,Married,1.0,Diploma,No,0.0,Yes,Yes,No,9.0
25.0,Female,5.0,2259942.0,1406323,Married,3.0,Secondary,Yes,84956135.0,Yes,Yes,Yes,3.0
59.0,Male,8.0,1960748.0,1141345,Single,0.0,Primary,Yes,100657109.0,Yes,Yes,Yes,2.0
32.0,Female,11.0,1154635.0,893704,Married,2.0,Diploma,Yes,93789767.0,Yes,No,No,10.0
46.0,Male,27.0,1472710.0,841101,Single,0.0,Bachelor,No,0.0,Yes,Yes,No,9.0
50.0,Male,14.0,1789408.0,1429639,Married,5.0,Primary,No,0.0,Yes,Yes,No,11.0
47.0,Male,15.0,1209118.0,902312,Married,3.0,Primary,No,0.0,Yes,No,No,7.0
56.0,Female,24.0,1620701.0,1288831,Married,3.0,Secondary,No,0.0,No,No,No,6.0
44.0,Male,3.0,600000.0,461017,Married,1.0,Primary,No,0.0,No,No,No,8.0
53.0,Female,7.0,2298061.0,1623350,Married,1.0,Diploma,No,0.0,Yes,Yes,Yes,3.0
46.0,Female,8.0,2659006.0,1660082,Married,4.0,Bachelor,No,0.0,No,Yes,Yes,4.0
55.0,Male,36.0,2118054.0,1404502,Married,2.0,Primary,No,0.0,Yes,Yes,No,11.0
50.0,Female,31.0,3384980.0,2518645,Divorced/Widowed,0.0,Bachelor,No,0.0,Yes,Yes,Yes,5.0
54.0,Male,16.0,2277467.0,1801911,Married,2.0,Primary,No,0.0,No,Yes,No,8.0
44.0,Female,2.0,2599966.0,2179834,Divorced/Widowed,3.0,Secondary,No,0.0,No,Yes,Yes,4.0
50.0,Female,18.0,2666853.0,2223763,Single,0.0,Primary,No,0.0,No,No,Yes,3.0
21.0,Male,3.0,600000.0,545936,Married,2.0,Diploma,Yes,115552018.0,Yes,No,No,9.0
39.0,Female,11.0,2096571.0,1374850,Single,0.0,Secondary,Yes,42568295.0,Yes,Yes,Yes,4.0
19.0,Male,0.0,831945.0,479459,Married,2.0,Secondary,No,0.0,Yes,Yes,No,11.0
27.0,Male,6.0,973367.0,659838,Married,1.0,Diploma,No,0.0,Yes,Yes,No,7.0
22.0,Female,3.0,1095118.0,903493,Single,1.0,Secondary,Yes,166147305.0,Yes,Yes,No,11.0
27.0,Male,8.0,1581098.0,1125901,Married,4.0,Primary,No,0.0,No,Yes,No,7.0
50.0,Male,27.0,2255321.0,1922845,Married,3.0,Diploma,No,0.0,Yes,No,Yes,5.0
55.0,Male,5.0,2103792.0,1584682,Married,3.0,Secondary,No,0.0,Yes,Yes,No,10.0
30.0,Female,12.0,1791193.0,1601367,Married,1.0,Bachelor,Yes,179051628.0,Yes,Yes,Yes,2.0
48.0,Male,25.0,2305878.0,2076926,Married,4.0,Bachelor,Yes,79665756.0,Yes,Yes,Yes,3.0
53.0,Male,16.0,2348440.0,1351862,Single,0.0,Primary,Yes,6059212.0,Yes,No,Yes,3.0
41.0,Female,15.0,2109836.0,1516704,Married,3.0,Primary,Yes,130817263.0,No,No,Yes,4.0
32.0,Female,6.0,600000.0,465350,Married,4.0,Primary,No,0.0,Yes,No,No,9.0
46.0,Male,2.0,1282467.0,826771,Married,2.0,Secondary,No,0.0,Yes,Yes,No,13.0
25.0,Male,4.0,1818429.0,1274024,Married,3.0,Primary,No,0.0,No,Yes,No,12.0
22.0,Male,1.0,2313417.0,1852450,Married,3.0,Secondary,No,0.0,No,Yes,Yes,1.0
46.0,Male,3.0,869994.0,551481,Married,1.0,Primary,No,0.0,No,Yes,No,6.0
21.0,Male,1.0,1792058.0,1384782,Married,2.0,Primary,Yes,76316457.0,No,No,No,13.0
29.0,Female,4.0,704062.0,568921,Single,0.0,Primary,Yes,87507530.0,Yes,Yes,No,10.0
19.0,Female,0.0,2518142.0,1469294,Married,2.0,Primary,Yes,40024008.0,No,Yes,Yes,1.0
44.0,Female,21.0,1969643.0,1445887,Married,1.0,Secondary,Yes,12722233.0,Yes,Yes,No,8.0
48.0,Male,29.0,857704.0,555225,Single,0.0,Primary,No,0.0,No,Yes,No,9.0
53.0,Female,11.0,853090.0,697847,Married,3.0,Primary,Yes,49597927.0,Yes,Yes,No,6.0
53.0,Male,12.0,2071202.0,1284425,Married,5.0,Primary,Yes,171656338.0,Yes,Yes,Yes,3.0
43.0,Female,10.0,2762359.0,2431229,Married,1.0,Secondary,No,0.0,Yes,Yes,Yes,1.0
60.0,Female,15.0,1032249.0,732327,Married,2.0,Secondary,No,0.0,Yes,Yes,No,8.0
44.0,Male,7.0,2350622.0,1465051,Married,2.0,Primary,Yes,43392991.0,No,No,Yes,4.0
22.0,Female,2.0,1420433.0,1011444,Single,1.0,Secondary,Yes,43879600.0,Yes,Yes,No,6.0
37.0,Male,7.0,2376235.0,1666299,Married,2.0,Primary,Yes,7394257.0,No,Yes,Yes,4.0
28.0,Female,10.0,2278233.0,1614583,Single,0.0,Primary,No,0.0,Yes,Yes,Yes,2.0
27.0,Male,1.0,1908709.0,1463326,Married,4.0,Secondary,No,0.0,Yes,Yes,No,5.0
57.0,Male,29.0,600000.0,445700,Married,2.0,Primary,No,0.0,No,No,No,6.0
55.0,Female,29.0,2276829.0,1378432,Married,4.0,Secondary,No,0.0,Yes,Yes,Yes,4.0
23.0,Male,3.0,2151413.0,1235479,Single,0.0,Primary,No,0.0,Yes,Yes,No,10.0
25.0,Female,1.0,2087300.0,1711343,Married,4.0,Bachelor,Yes,112561437.0,Yes,No,Yes,5.0
40.0,Male,11.0,1936971.0,1466471,Married,1.0,Primary,No,0.0,Yes,No,No,11.0
43.0,Female,10.0,1184849.0,809050,Married,2.0,Secondary,No,0.0,No,Yes,No,11.0
60.0,Female,14.0,2558073.0,2172040,Married,4.0,Diploma,No,0.0,No,Yes,Yes,4.0
29.0,Male,0.0,2428697.0,1684499,Married,1.0,Primary,No,0.0,No,Yes,Yes,4.0
43.0,Male,25.0,1047204.0,884371,Married,2.0,Secondary,No,0.0,Yes,No,No,9.0
30.0,Male,1.0,2720006.0,1803716,Single,0.0,Primary,No,0.0,Yes,Yes,Yes,3.0
57.0,Male,11.0,1892168.0,1091691,Single,0.0,Secondary,Yes,41146561.0,Yes,Yes,No,7.0
35.0,Male,17.0,1890395.0,1692048,Married,2.0,Primary,No,0.0,Yes,Yes,No,5.0
42.0,Female,16.0,1676551.0,1166852,Single,0.0,Primary,Yes,46616652.0,Yes,Yes,No,12.0
50.0,Female,2.0,1745404.0,1471892,Divorced/Widowed,1.0,Secondary,No,0.0,Yes,No,No,11.0
57.0,Female,37.0,2759629.0,1802819,Married,2.0,Primary,Yes,179267508.0,Yes,No,Yes,1.0
60.0,Female,2.0,2523152.0,1991158,Married,2.0,Secondary,No,0.0,Yes,Yes,Yes,2.0
29.0,Female,0.0,2508292.0,2190052,Single,0.0,Primary,No,0.0,Yes,No,Yes,4.0
53.0,Female,29.0,1929195.0,1090782,Married,2.0,Primary,No,0.0,No,Yes,No,9.0
21.0,Male,0.0,2422420.0,2076826,Married,2.0,Secondary,No,0.0,Yes,No,Yes,5.0
22.0,Female,3.0,1215980.0,925838,Married,2.0,Secondary,No,0.0,No,No,No,11.0
54.0,Female,20.0,2208410.0,1710997,Divorced/Widowed,0.0,Primary,No,0.0,No,No,Yes,5.0
25.0,Female,1.0,1692558.0,1258532,Single,0.0,Primary,Yes,82721203.0,Yes,No,No,13.0
